title,studio,domestic_gross,foreign_gross,year,domestic_gross_mil,foreign_gross_mil,worldwide_gross_mil,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,primary_genre
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,49.0,28.1,77.1,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",6.3,19571,"Comedy,Family"
To Rome with Love,SPC,16700000.0,56600000.0,2012,16.7,56.6,73.3,tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",6.3,79381,"Comedy,Music,Romance"
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,45.3,27.8,73.1,tt1648179,Here Comes the Boom,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport",6.4,81761,"Action,Comedy,Sport"
Anna Karenina,Focus,12800000.0,56100000.0,2012,12.8,56.1,68.9,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",6.6,84668,"Drama,Romance"
The Watch,Fox,35400000.0,32900000.0,2012,35.4,32.9,68.3,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",5.7,115757,"Action,Comedy,Horror"
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,45.5,22.8,68.3,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",7.8,291750,"Adventure,Comedy,Drama"
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,38.5,20.9,59.4,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",5.9,69910,"Comedy,Drama,Musical"
That's My Boy,Sony,36900000.0,20800000.0,2012,36.9,20.8,57.7,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,5.6,83009,Comedy
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,51.9,4.2,56.1,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",6.6,42770,"Comedy,Drama,Family"
The Three Stooges,Fox,44300000.0,10500000.0,2012,44.3,10.5,54.8,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",5.1,28570,"Comedy,Family"
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,28.8,25.1,53.900000000000006,tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,"Comedy,Romance",6.2,88469,"Comedy,Romance"
Lawless,Wein.,37400000.0,16300000.0,2012,37.4,16.3,53.7,tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",7.3,214055,"Crime,Drama"
Red Tails,Fox,49900000.0,489000.0,2012,49.9,0.489,50.388999999999996,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815,"Action,Adventure,Drama"
Trouble with the Curve,WB,35800000.0,13200000.0,2012,35.8,13.2,49.0,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",6.8,56129,"Drama,Sport"
End of Watch,ORF,41000000.0,7100000.0,2012,41.0,7.1,48.1,tt1855199,End of Watch,End of Watch,2012,109.0,"Action,Crime,Drama",7.6,211308,"Action,Crime,Drama"
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,18.6,27.6,46.2,tt1568338,Man on a Ledge,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",6.6,137507,"Action,Adventure,Crime"
The Guilt Trip,Par.,37100000.0,4700000.0,2012,37.1,4.7,41.800000000000004,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"Comedy,Drama",5.8,33702,"Comedy,Drama"
A Werewolf Boy,CJ,343000.0,41300000.0,2012,0.343,41.3,41.643,tt2315152,A Werewolf Boy,Neuk-dae-so-nyeon,2012,122.0,"Fantasy,Romance",7.4,5657,"Fantasy,Romance"
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,15.0,22.9,37.9,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",6.2,124086,"Crime,Thriller"
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,18.1,19.0,37.1,tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",5.0,60304,"Horror,Mystery,Thriller"
Dredd,LGF,13400000.0,22200000.0,2012,13.4,22.2,35.6,tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616,"Action,Crime,Sci-Fi"
Arbitrage,RAtt.,7900000.0,27600000.0,2012,7.9,27.6,35.5,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",6.6,46774,"Drama,Thriller"
Chimpanzee,BV,29000000.0,5900000.0,2012,29.0,5.9,34.9,tt1222815,Chimpanzee,Chimpanzee,2012,78.0,Documentary,7.2,5539,Documentary
Alex Cross,LG/S,25900000.0,8700000.0,2012,25.9,8.7,34.599999999999994,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",5.1,30951,"Action,Crime,Mystery"
The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012,17.7,15.6,33.3,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,Drama,8.0,422671,Drama
Katy Perry: Part of Me,Par.,25300000.0,7400000.0,2012,25.3,7.4,32.7,tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",5.9,13034,"Documentary,Music"
Lockout,FD,14300000.0,17900000.0,2012,14.3,17.9,32.2,tt1592525,Lockout,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",6.1,89554,"Action,Sci-Fi,Thriller"
Joyful Noise,WB,30900000.0,226000.0,2012,30.9,0.226,31.125999999999998,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",5.8,7575,"Comedy,Drama,Music"
Premium Rush,Sony,20300000.0,10800000.0,2012,20.3,10.8,31.1,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279,"Action,Crime,Thriller"
The Raven,Rela.,16000000.0,13600000.0,2012,16.0,13.6,29.6,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578,"Crime,Mystery,Thriller"
Rowdy Rathore,UTV,777000.0,28600000.0,2012,0.777,28.6,29.377000000000002,tt2077833,Rowdy Rathore,Rowdy Rathore,2012,140.0,Action,5.9,18953,Action
Bol Bachchan,FIP,1200000.0,27600000.0,2012,1.2,27.6,28.8,tt1728986,Bol Bachchan,Bol Bachchan,2012,155.0,"Action,Comedy,Drama",5.5,7359,"Action,Comedy,Drama"
The Master,Wein.,16399999.0,11900000.0,2012,16.399999,11.9,28.299999,tt1560747,The Master,The Master,2012,138.0,Drama,7.1,131365,Drama
Rust and Bone,SPC,2100000.0,23700000.0,2012,2.1,23.7,25.8,tt2053425,Rust and Bone,De rouille et d'os,2012,120.0,"Drama,Romance",7.5,58887,"Drama,Romance"
Big Miracle,Uni.,20200000.0,4600000.0,2012,20.2,4.6,24.799999999999997,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",6.5,17585,"Biography,Drama,Family"
Hitchcock,FoxS,6000000.0,17600000.0,2012,6.0,17.6,23.6,tt0975645,Hitchcock,Hitchcock,2012,98.0,"Biography,Comedy,Drama",6.8,68315,"Biography,Comedy,Drama"
A Thousand Words,P/DW,18500000.0,3600000.0,2012,18.5,3.6,22.1,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387,"Comedy,Drama"
Wanderlust,Uni.,17500000.0,4200000.0,2012,17.5,4.2,21.7,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance",5.6,69081,"Comedy,Romance"
Beasts of the Southern Wild,FoxS,12800000.0,8300000.0,2012,12.8,8.3,21.1,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",7.3,77440,"Adventure,Drama,Fantasy"
Amour,SPC,6700000.0,13100000.0,2012,6.7,13.1,19.8,tt1602620,Amour,Amour,2012,127.0,"Drama,Romance",7.9,84960,"Drama,Romance"
The Man with the Iron Fists,Uni.,15600000.0,4099999.0,2012,15.6,4.099999,19.699999,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,5.4,58185,Action
Seven Psychopaths,CBS,15000000.0,4400000.0,2012,15.0,4.4,19.4,tt1931533,Seven Psychopaths,Seven Psychopaths,2012,110.0,"Comedy,Crime",7.2,223493,"Comedy,Crime"
Gone,LG/S,11700000.0,6400000.0,2012,11.7,6.4,18.1,tt1838544,Gone,Gone,2012,94.0,"Action,Adventure,Drama",5.9,39482,"Action,Adventure,Drama"
Gone,LG/S,11700000.0,6400000.0,2012,11.7,6.4,18.1,tt2230954,Gone,Gone,2012,50.0,Drama,6.6,7,Drama
The Cold Light of Day,LG/S,3800000.0,13100000.0,2012,3.8,13.1,16.9,tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",4.9,33039,"Action,Thriller"
Hit and Run,ORF,13700000.0,704000.0,2012,13.7,0.704,14.404,tt2097307,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",6.1,32414,"Action,Comedy"
The Words,CBS,11500000.0,1700000.0,2012,11.5,1.7,13.2,tt1840417,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",7.1,70308,"Drama,Mystery,Romance"
Bachelorette,RTWC,448000.0,11500000.0,2012,0.448,11.5,11.948,tt1920849,Bachelorette,Bachelorette,2012,87.0,"Comedy,Romance",5.3,43131,"Comedy,Romance"
Fun Size,Par.,9400000.0,2000000.0,2012,9.4,2.0,11.4,tt1663143,Fun Size,Fun Size,2012,86.0,"Adventure,Comedy",5.4,12926,"Adventure,Comedy"
Seeking a Friend for the End of the World,Focus,7100000.0,2600000.0,2012,7.1,2.6,9.7,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",6.7,102047,"Adventure,Comedy,Drama"
The Apparition,WB,4900000.0,4700000.0,2012,4.9,4.7,9.600000000000001,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",4.1,18112,"Horror,Thriller"
The Sessions,FoxS,6000000.0,3100000.0,2012,6.0,3.1,9.1,tt1866249,The Sessions,The Sessions,2012,95.0,"Biography,Comedy,Drama",7.2,39731,"Biography,Comedy,Drama"
Ruby Sparks,FoxS,2500000.0,6600000.0,2012,2.5,6.6,9.1,tt1839492,Ruby Sparks,Ruby Sparks,2012,104.0,"Comedy,Drama,Fantasy",7.2,90963,"Comedy,Drama,Fantasy"
Hyde Park on Hudson,Focus,6400000.0,2500000.0,2012,6.4,2.5,8.9,tt1477855,Hyde Park on Hudson,Hyde Park on Hudson,2012,94.0,"Biography,Comedy,Drama",5.9,10726,"Biography,Comedy,Drama"
On the Road,IFC,744000.0,8000000.0,2012,0.744,8.0,8.744,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",6.1,37886,"Adventure,Drama,Romance"
Piranha 3DD,W/Dim.,377000.0,8100000.0,2012,0.377,8.1,8.477,tt1714203,Piranha 3DD,Piranha 3DD,2012,83.0,"Comedy,Horror",3.7,37088,"Comedy,Horror"
Bel Ami,Magn.,120000.0,8199999.0,2012,0.12,8.199999,8.319999,tt1440732,Bel Ami,Bel Ami,2012,102.0,"Drama,History,Romance",5.4,17055,"Drama,History,Romance"
Iron Sky,EOne,122000.0,8000000.0,2012,0.122,8.0,8.122,tt1034314,Iron Sky,Iron Sky,2012,93.0,"Action,Comedy,Sci-Fi",5.9,87609,"Action,Comedy,Sci-Fi"
Heroine,UTV,599000.0,7400000.0,2012,0.599,7.4,7.9990000000000006,tt1949548,Heroine,Heroine,2012,149.0,Drama,5.1,3685,Drama
A Royal Affair,Magn.,1500000.0,6000000.0,2012,1.5,6.0,7.5,tt1276419,A Royal Affair,En kongelig affære,2012,137.0,"Biography,Drama,History",7.6,40993,"Biography,Drama,History"
Cosmopolis,EOne,764000.0,5300000.0,2012,0.764,5.3,6.064,tt1480656,Cosmopolis,Cosmopolis,2012,109.0,"Drama,Fantasy",5.0,41897,"Drama,Fantasy"
Chasing Mavericks,Fox,6000000.0,600.0,2012,6.0,0.0006,6.0006,tt1629757,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",7.2,28994,"Biography,Drama,Sport"
Girl in Progress,LGF,2600000.0,2000000.0,2012,2.6,2.0,4.6,tt1817676,Girl in Progress,Girl in Progress,2012,93.0,"Comedy,Drama",5.6,6199,"Comedy,Drama"
Barbara,AF,1000000.0,3100000.0,2012,1.0,3.1,4.1,tt2178941,Barbara,Barbara,2012,105.0,Drama,7.2,11292,Drama
Branded,RAtt.,354000.0,3400000.0,2012,0.354,3.4,3.754,tt1368440,Branded,Branded,2012,106.0,"Drama,Fantasy,Thriller",4.7,8480,"Drama,Fantasy,Thriller"
The Imposter,IM,898000.0,1100000.0,2012,0.898,1.1,1.9980000000000002,tt1966604,The Imposter,The Imposter,2012,99.0,"Biography,Crime,Documentary",7.5,42193,"Biography,Crime,Documentary"
2 Days in New York,Magn.,633000.0,1000000.0,2012,0.633,1.0,1.633,tt1602472,2 Days in New York,2 Days in New York,2012,96.0,"Comedy,Drama,Romance",6.0,13318,"Comedy,Drama,Romance"
Lay the Favorite,RTWC,21000.0,1600000.0,2012,0.021,1.6,1.621,tt1132449,Lay the Favorite,Lay the Favorite,2012,94.0,"Comedy,Drama,Romance",4.8,10555,"Comedy,Drama,Romance"
Soldiers of Fortune,RAtt.,38900.0,1500000.0,2012,0.0389,1.5,1.5389,tt1678051,Soldiers of Fortune,Soldiers of Fortune,2012,94.0,"Action,Thriller",4.3,6765,"Action,Thriller"
I Wish,Magn.,146000.0,1400000.0,2012,0.146,1.4,1.5459999999999998,tt2670556,I Wish,I Wish,2012,81.0,Fantasy,8.2,12,Fantasy
The Paperboy,MNE,693000.0,661000.0,2012,0.693,0.661,1.354,tt1496422,The Paperboy,The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940,"Crime,Drama,Mystery"
Universal Soldier: Day of Reckoning,Magn.,5500.0,364000.0,2012,0.0055,0.364,0.3695,tt1659343,Universal Soldier: Day of Reckoning,Universal Soldier: Day of Reckoning,2012,114.0,"Action,Horror,Mystery",5.1,18206,"Action,Horror,Mystery"
Frozen,BV,400700000.0,875700000.0,2013,400.7,875.7,1276.4,tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998,"Adventure,Animation,Comedy"
Iron Man 3,BV,409000000.0,805800000.0,2013,409.0,805.8,1214.8,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794,"Action,Adventure,Sci-Fi"
Despicable Me 2,Uni.,368100000.0,602700000.0,2013,368.1,602.7,970.8000000000001,tt1690953,Despicable Me 2,Despicable Me 2,2013,98.0,"Adventure,Animation,Comedy",7.4,344230,"Adventure,Animation,Comedy"
The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000.0,2013,258.399999,700.0,958.399999,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",7.8,565563,"Adventure,Fantasy"
The Hunger Games: Catching Fire,LGF,424700000.0,440300000.0,2013,424.7,440.3,865.0,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455,"Action,Adventure,Sci-Fi"
Fast & Furious 6,Uni.,238700000.0,550000000.0,2013,238.7,550.0,788.7,tt1905041,Fast & Furious 6,Furious 6,2013,130.0,"Action,Crime,Thriller",7.1,346747,"Action,Crime,Thriller"
Monsters University,BV,268500000.0,475700000.0,2013,268.5,475.7,744.2,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",7.3,291887,"Adventure,Animation,Comedy"
Gravity,WB,274100000.0,449100000.0,2013,274.1,449.1,723.2,tt1454468,Gravity,Gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,"Drama,Sci-Fi,Thriller"
Man of Steel,WB,291000000.0,377000000.0,2013,291.0,377.0,668.0,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288,"Action,Adventure,Sci-Fi"
Thor: The Dark World,BV,206400000.0,438200000.0,2013,206.4,438.2,644.6,tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",6.9,540996,"Action,Adventure,Fantasy"
The Croods,Fox,187200000.0,400000000.0,2013,187.2,400.0,587.2,tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699,"Action,Adventure,Animation"
World War Z,Par.,202400000.0,337600000.0,2013,202.4,337.6,540.0,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751,"Action,Adventure,Horror"
Star Trek Into Darkness,Par.,228800000.0,238600000.0,2013,228.8,238.6,467.4,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535,"Action,Adventure,Sci-Fi"
The Wolverine,Fox,132600000.0,282300000.0,2013,132.6,282.3,414.9,tt1430132,The Wolverine,The Wolverine,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286,"Action,Adventure,Sci-Fi"
Pacific Rim,WB,101800000.0,309200000.0,2013,101.8,309.2,411.0,tt1663662,Pacific Rim,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667,"Action,Adventure,Sci-Fi"
The Wolf of Wall Street,Par.,116900000.0,275100000.0,2013,116.9,275.1,392.0,tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358,"Biography,Crime,Drama"
G.I. Joe: Retaliation,Par.,122500000.0,253200000.0,2013,122.5,253.2,375.7,tt1583421,G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013,110.0,"Action,Adventure,Sci-Fi",5.8,165536,"Action,Adventure,Sci-Fi"
The Hangover Part III,WB,112200000.0,249800000.0,2013,112.2,249.8,362.0,tt1951261,The Hangover Part III,The Hangover Part III,2013,100.0,"Adventure,Comedy,Crime",5.8,270695,"Adventure,Comedy,Crime"
Now You See Me,LG/S,117700000.0,234000000.0,2013,117.7,234.0,351.7,tt1670345,Now You See Me,Now You See Me,2013,115.0,"Crime,Mystery,Thriller",7.3,553156,"Crime,Mystery,Thriller"
The Smurfs 2,Sony,71000000.0,276500000.0,2013,71.0,276.5,347.5,tt2017020,The Smurfs 2,The Smurfs 2,2013,105.0,"Adventure,Animation,Comedy",5.4,34229,"Adventure,Animation,Comedy"
The Conjuring,WB (NL),137400000.0,182100000.0,2013,137.4,182.1,319.5,tt1457767,The Conjuring,The Conjuring,2013,112.0,"Horror,Mystery,Thriller",7.5,397233,"Horror,Mystery,Thriller"
A Good Day to Die Hard,Fox,67300000.0,237300000.0,2013,67.3,237.3,304.6,tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,2013,98.0,"Action,Thriller",5.3,188383,"Action,Thriller"
Oblivion,Uni.,89100000.0,197100000.0,2013,89.1,197.1,286.2,tt1483013,Oblivion,Oblivion,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966,"Action,Adventure,Sci-Fi"
Elysium,TriS,93100000.0,193100000.0,2013,93.1,193.1,286.2,tt1535108,Elysium,Elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572,"Action,Drama,Sci-Fi"
Turbo,Fox,83000000.0,199500000.0,2013,83.0,199.5,282.5,tt1860353,Turbo,Turbo,2013,96.0,"Adventure,Animation,Comedy",6.4,74639,"Adventure,Animation,Comedy"
Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000.0,2013,119.8,154.5,274.3,tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95.0,"Adventure,Animation,Comedy",6.4,81010,"Adventure,Animation,Comedy"
We're the Millers,WB (NL),150400000.0,119600000.0,2013,150.4,119.6,270.0,tt1723121,We're the Millers,We're the Millers,2013,110.0,"Comedy,Crime",7.0,371759,"Comedy,Crime"
Epic,Fox,107500000.0,160900000.0,2013,107.5,160.9,268.4,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318,"Adventure,Animation,Family"
The Lone Ranger,BV,89300000.0,171200000.0,2013,89.3,171.2,260.5,tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",6.4,208827,"Action,Adventure,Western"
American Hustle,Sony,150100000.0,101100000.0,2013,150.1,101.1,251.2,tt1800241,American Hustle,American Hustle,2013,138.0,"Crime,Drama",7.2,418221,"Crime,Drama"
Grown Ups 2,Sony,133699999.0,113300000.0,2013,133.699999,113.3,246.999999,tt2191701,Grown Ups 2,Grown Ups 2,2013,101.0,Comedy,5.4,128500,Comedy
After Earth,Sony,60500000.0,183300000.0,2013,60.5,183.3,243.8,tt1815862,After Earth,After Earth,2013,100.0,"Action,Adventure,Drama",4.8,181687,"Action,Adventure,Drama"
Planes,BV,90300000.0,149000000.0,2013,90.3,149.0,239.3,tt1691917,Planes,Planes,2013,91.0,"Adventure,Animation,Comedy",5.7,39870,"Adventure,Animation,Comedy"
The Heat,Fox,159600000.0,70300000.0,2013,159.6,70.3,229.89999999999998,tt2404463,The Heat,The Heat,2013,117.0,"Action,Comedy,Crime",6.6,153501,"Action,Comedy,Crime"
Captain Phillips,Sony,107100000.0,111700000.0,2013,107.1,111.7,218.8,tt1535109,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",7.8,387402,"Biography,Drama,Thriller"
White House Down,Sony,73100000.0,132300000.0,2013,73.1,132.3,205.4,tt2334879,White House Down,White House Down,2013,131.0,"Action,Drama,Thriller",6.4,191791,"Action,Drama,Thriller"
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000.0,2013,68.6,131.3,199.9,tt1854564,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013,106.0,"Adventure,Family,Fantasy",5.8,102313,"Adventure,Family,Fantasy"
Jack the Giant Slayer,WB (NL),65200000.0,132500000.0,2013,65.2,132.5,197.7,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",6.3,123127,"Adventure,Fantasy"
The Secret Life of Walter Mitty,Fox,58200000.0,129900000.0,2013,58.2,129.9,188.10000000000002,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300,"Adventure,Comedy,Drama"
12 Years a Slave,FoxS,56700000.0,131100000.0,2013,56.7,131.1,187.8,tt2024544,12 Years a Slave,12 Years a Slave,2013,134.0,"Biography,Drama,History",8.1,577301,"Biography,Drama,History"
Lee Daniels' The Butler,Wein.,116600000.0,60000000.0,2013,116.6,60.0,176.6,tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,"Biography,Drama",7.2,102468,"Biography,Drama"
Identity Thief,Uni.,134500000.0,39500000.0,2013,134.5,39.5,174.0,tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime",5.7,115624,"Adventure,Comedy,Crime"
Anchorman 2: The Legend Continues,Par.,125200000.0,46300000.0,2013,125.2,46.3,171.5,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,Comedy,6.3,156116,Comedy
Olympus Has Fallen,FD,98900000.0,71300000.0,2013,98.9,71.3,170.2,tt2302755,Olympus Has Fallen,Olympus Has Fallen,2013,119.0,"Action,Thriller",6.5,235443,"Action,Thriller"
Lone Survivor,Uni.,125100000.0,29700000.0,2013,125.1,29.7,154.79999999999998,tt1091191,Lone Survivor,Lone Survivor,2013,121.0,"Action,Biography,Drama",7.5,246641,"Action,Biography,Drama"
47 Ronin,Uni.,38400000.0,113400000.0,2013,38.4,113.4,151.8,tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754,"Action,Adventure,Drama"
Mama,Uni.,71600000.0,74800000.0,2013,71.6,74.8,146.39999999999998,tt2023587,Mama,Mama,2013,100.0,"Horror,Thriller",6.2,158487,"Horror,Thriller"
Escape Plan,LG/S,25100000.0,112200000.0,2013,25.1,112.2,137.3,tt1211956,Escape Plan,Escape Plan,2013,115.0,"Action,Crime,Mystery",6.7,211587,"Action,Crime,Mystery"
Last Vegas,CBS,63900000.0,70500000.0,2013,63.9,70.5,134.4,tt1204975,Last Vegas,Last Vegas,2013,105.0,"Comedy,Drama",6.6,121409,"Comedy,Drama"
2 Guns,Uni.,75600000.0,56300000.0,2013,75.6,56.3,131.89999999999998,tt1272878,2 Guns,2 Guns,2013,109.0,"Action,Comedy,Crime",6.7,182025,"Action,Comedy,Crime"
Ender's Game,LG/S,61700000.0,63800000.0,2013,61.7,63.8,125.5,tt1731141,Ender's Game,Ender's Game,2013,114.0,"Action,Adventure,Fantasy",6.6,211722,"Action,Adventure,Fantasy"
Prisoners,WB,61000000.0,61100000.0,2013,61.0,61.1,122.1,tt1392214,Prisoners,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273,"Crime,Drama,Mystery"
Saving Mr. Banks,BV,83300000.0,34600000.0,2013,83.3,34.6,117.9,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678,"Biography,Comedy,Drama"
Warm Bodies,LG/S,66400000.0,50600000.0,2013,66.4,50.6,117.0,tt1588173,Warm Bodies,Warm Bodies,2013,98.0,"Comedy,Horror,Romance",6.9,208709,"Comedy,Horror,Romance"
Personal Tailor,CL,376000.0,115800000.0,2013,0.376,115.8,116.176,tt2992152,Personal Tailor,Si ren ding zhi,2013,118.0,"Comedy,Drama",5.2,1008,"Comedy,Drama"
Free Birds,Rela.,55800000.0,54600000.0,2013,55.8,54.6,110.4,tt1621039,Free Birds,Free Birds,2013,91.0,"Adventure,Animation,Comedy",5.9,20934,"Adventure,Animation,Comedy"
Gangster Squad,WB,46000000.0,59200000.0,2013,46.0,59.2,105.2,tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",6.7,195560,"Action,Crime,Drama"
